xcoord,ycoord
28.8952714755792,40.9971004877961
29.0884470387601,41.1509694187099
29.1356543015349,41.0133685107771
29.2520592356245,41.0038603410782
28.9715675021161,41.0222619538688
28.9797242631528,41.042996950157
29.2320018181309,40.9895733727869
28.706522242234,41.0284565728471
28.9765072960166,41.0320890503976
28.7957562169686,41.0275074667356
29.3081254,40.8688631
28.4565041831593,41.1465920252123
29.3048200453938,40.9560122829355
29.2714265325916,40.8977074885814
28.9814016764167,41.0041714340137
28.5427469583785,40.997467565772
29.136315802922,41.0195667331931
29.14593135,40.98033355
29.1178602291645,40.9813461532943
29.3393959791071,40.7869736405876
