xcoord,ycoord
29.5615315698903,40.8128360641797
29.2493689020342,40.969822801782
28.7717384137834,41.1343884982144
28.7049743967575,41.0100940843437
28.7862412470554,41.0105540810386
28.80128235,41.01534745
28.6807326124602,41.0718215781421
29.1748926080524,40.8977746003401
29.2362041322164,41.2116143029886
29.2418784056702,40.980414222212
28.9564501827973,41.0471656007219
28.9301005456434,41.0729657055588
29.2976411054132,40.9281059324895
29.1898807323379,41.0104793986797
29.042421272395,41.2462215380102
28.5432835,41.01140655
29.5366756329316,40.777582069987
28.8654694597329,41.0311814754997
29.3027843937457,40.9544200531718
29.2499025,41.0186104
28.8018427722246,40.9797379691266
29.0919223333433,41.0128249666768
29.246507543156,40.9868330091423
29.2395208218235,40.9669556441549
29.0191533223106,41.2086746541994
28.8669990658476,41.0069014673074
28.9878985780773,41.0594725680942
29.1960791943592,41.0021490257035
29.1093227703919,41.0238794880387
29.143213264603,41.0186558679641
28.7796671790644,41.0089113244775
28.8048844161297,41.092547506382
28.9471745350114,41.014089326127
28.8585438195302,41.0708482946372
29.5455773187534,40.7900309727697
29.5224078051507,40.7770024488276
29.2706844309692,40.9872730901503
28.6009838232488,41.0703678120853
28.6629782296643,41.0623948794947
28.9699401812956,41.0393646034439
28.8380456026965,40.9926558935289
28.9378485108303,41.0277464414924
29.2068172315486,41.1765497549607
28.5390035725717,40.9939392893762
28.9056862142751,40.9926817383252
29.157828575518,41.0085562347978
28.9509312567682,41.0253788833133
28.7794090330613,41.0170693990285
28.9281456542144,41.0158756680362
28.9843530233976,41.0292045876887
29.0710970995027,40.9668514702952
28.9273608351819,40.9944784595831
28.9580407445779,41.0455444878024
29.14646575,41.1360745
28.8661443781955,41.0336455908541
28.7066372,41.0443868
28.7336844,40.97828245
29.0984577612396,41.0364054150345
28.7674353456692,41.1009980075625
29.2925527499918,40.9567321337686
28.8786864491006,40.9907253169599
28.766824974239,41.0329151526053
28.5146556478936,40.9988877933273
28.9088600214539,41.000102783525
28.8377027974776,41.0251944828879
29.1738941,40.90603925
29.0361552806225,41.0186325969874
28.9872942655439,41.0344833801692
29.0400093193608,41.1756453587911
29.2524459,40.96199785
