,xcoord,ycoord,Type,ParcelVolume
0,28.7973462980012,41.057195737824,TRUCK,0
1,28.8441426364042,41.0283877587721,UAVELIGIBLE,1.578382450449338
2,29.0638547741027,40.9686013179868,UAVELIGIBLE,1.5790134450743127
3,29.1027353758329,41.0272432787321,UAVELIGIBLE,2.460623725920848
4,29.2786669184403,40.9685457446632,UAVELIGIBLE,1.2811799352120745
5,28.6834480217278,41.3468975152677,TRUCK,7.058809304630891
6,29.1701136604682,40.8953553831408,UAVELIGIBLE,2.088968415723962
7,29.0889532778255,41.0206951043893,UAVELIGIBLE,2.1887801994543064
8,28.701336467835,41.0004181461797,UAVELIGIBLE,1.2912180479186248
9,28.70515815,41.0002024,UAVELIGIBLE,1.2431969927894169
10,28.7973462980012,41.057195737824,TRUCK,0
