xcoord,ycoord
29.2309843136994,41.0132284127246
29.1368545646225,41.0079585953795
28.9278926571773,40.9957596854576
29.2333513687125,40.9032731740726
29.2543918206323,41.005382946643
29.3366395160602,40.7874508627788
28.9776001509465,41.0258367739858
29.2437679675602,41.0051418961391
29.2739568491037,40.9724523402083
28.8535496892121,41.0167355263249
29.0100953770428,41.0944121806388
29.3197268,40.87915285
28.7102538051886,41.0064964329236
28.8561874984102,41.0037588986188
28.9132515420462,41.0097952751954
28.9569249940579,41.0066910783785
29.3363138822069,40.8601863558484
28.8346679188088,40.9610586059586
29.062220355266,41.1174518780677
29.2266675833817,40.9955066271394
29.25158825,40.98607775
29.1649663378365,41.0077320963706
29.1537785586062,41.0338158815145
29.2796130438042,40.9378708846574
29.55804915,40.7820293
29.2838690508195,40.9455182934392
28.7468981190303,40.9809049570216
29.2773735841752,40.9807337204058
29.2411751602226,41.0110133228245
29.1118372072241,41.0412604147873
28.73142095,41.0641107
29.10228405,41.1296821
28.957955661883,41.0076111191118
29.2896607,40.9558494
28.7929499097683,41.0368013200712
28.8296838484913,41.0323690485804
29.08644195,41.09988425
28.9435169035571,41.0198300804032
29.0928270585634,41.0162676242355
28.9798060842343,41.0361679918775
28.788246343227,41.0790302774637
28.8678960803583,41.0323413429614
28.84565375,41.04232
28.5448876646043,41.0127112500545
29.0895108200699,41.0259044689981
29.3097209460824,40.867848867482
28.7778191666365,41.0092087101562
29.0958401655459,41.0401862968537
29.1827767969976,41.0043488696691
29.568982020045,40.8728570018365
