xcoord,ycoord
29.1331569608646,41.0130401107046
28.7820846,41.1074596
28.844322874888,40.998524904488
29.1519668716832,41.1260389551228
29.1209601832692,40.9652168998949
29.0796458623602,41.1038248656914
28.7045780117399,40.9751474972191
29.1545715,41.02617425
28.8465416786889,41.0231532847523
29.13373455,41.2057244
28.80206245,41.0531225
28.8729463066187,41.0526145833283
28.9746927110228,41.008445906192
28.7682461844579,40.9978354257925
28.79532045,41.038871
29.2595281,40.887
28.7094392127986,41.0349252625499
29.2390215076496,41.0054805889
28.8600853417626,41.0232085442885
28.5620750915692,41.0170117376938
29.28123985,40.9353844
29.2863173321802,40.9488678165177
29.1283041396186,41.0033783302604
29.027666600423,40.9968912773039
29.2783917333943,40.8240049967224
28.8277736761352,41.0376579212572
29.0476308652655,40.9824449441563
28.8982603595761,41.0008614063598
28.9084330082808,40.9939217487864
29.2680117858914,40.9886288483113
29.2482052693791,40.9912001835932
29.3738352601135,40.8609036717748
29.4093207625473,41.2059386667975
28.70514285,41.0129434
29.0887723758243,41.1482006389027
28.8496417158306,41.0000793018292
29.0854149424025,41.1521826192631
28.7762922086958,40.9900468649934
28.70653405,41.0286724
29.0862633557058,40.9681162254167
29.2572827640399,40.9608409339718
29.2557439509854,40.9140453330084
28.93691275,41.0109852
28.9458111160067,41.0303201165417
29.1449364275978,41.0094594250347
28.9859082112696,41.0942917699174
28.70577045,40.99074875
28.8663089735294,41.0326843604216
29.277886386522,40.9515555306969
29.4703024350293,41.1875087975872
