,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,1195.59,490.98,1283.5,1417.83,1200.42,1823.39,1422.21,598.66,1950.12,912.19,1184.14,1473.12,1443.07,1764.42,941.99,0.0
1,1011.04,0.0,876.2,1288.15,704.1,1731.71,2354.68,1961.93,958.1,1376.1,1353.77,1715.43,1358.23,1982.79,1649.53,1473.29,1011.04
2,627.69,910.03,0.0,882.93,1132.27,1272.82,1895.8,1457.0,453.17,1664.56,775.35,1256.55,1072.54,1477.86,1363.84,1014.4,627.69
3,1452.6,1298.72,1042.88,0.0,1052.11,1629.91,2193.95,2085.02,1030.23,1534.5,1128.64,1664.88,589.11,2105.88,880.41,1545.08,1452.6
4,1284.78,873.34,1194.1,1161.93,0.0,2005.45,2628.43,2279.83,1276.0,1179.3,1649.59,1989.18,1190.41,2300.69,1481.71,1747.03,1284.78
5,1201.73,1900.15,1377.83,1447.81,2003.21,0.0,1432.23,1022.56,1110.45,2485.6,898.74,56.09,1637.43,1043.42,1928.73,294.72,1201.73
6,2082.34,2725.88,2203.55,2273.54,2828.93,1509.82,0.0,1429.31,1936.18,3311.32,1724.47,1544.79,2463.16,1167.95,2754.46,1404.61,2082.34
7,1290.49,1968.13,1404.02,1967.41,2164.05,910.24,1407.74,0.0,1212.54,2722.66,1507.45,962.03,2157.02,350.37,2448.32,1099.97,1290.49
8,605.2,1070.21,472.54,983.12,1292.44,1221.86,1840.39,1406.04,0.0,1824.73,659.26,1205.58,1172.73,1426.9,1464.03,963.44,605.2
9,2003.47,1594.86,1613.73,1568.96,1207.63,2515.29,3121.93,2699.47,1695.63,0.0,2056.62,2499.01,1597.44,2720.32,1888.73,2256.86,2003.47
10,913.1,1476.49,827.83,1024.15,1579.55,1062.43,1626.46,1604.38,639.93,2061.94,0.0,1097.4,1213.77,1574.29,1505.07,977.6,913.1
11,1236.7,1935.12,1412.8,1482.79,2038.18,73.14,1476.59,1075.44,1145.42,2520.57,933.71,0.0,1672.4,1096.3,1963.7,301.11,1236.7
12,1491.67,1422.45,1081.94,572.02,1175.84,1668.97,2233.01,2124.09,1069.3,1658.23,1167.7,1703.94,0.0,2144.95,595.36,1584.14,1491.67
13,1520.11,2197.75,1633.65,2172.9,2393.67,1139.86,1184.62,326.37,1442.16,2952.28,1623.82,1191.65,2362.51,0.0,2653.81,1303.97,1520.11
14,1798.43,1729.2,1388.7,878.78,1482.59,1975.73,2539.77,2430.84,1376.06,1964.98,1474.46,2010.7,571.19,2451.7,0.0,1890.9,1798.43
15,1042.15,1789.42,1240.01,1468.61,1965.28,334.48,1390.96,1176.96,1048.53,2506.39,919.54,306.04,1658.23,1197.82,1949.53,0.0,1042.15
16,0.0,1195.59,490.98,1283.5,1417.83,1200.42,1823.39,1422.21,598.66,1950.12,912.19,1184.14,1473.12,1443.07,1764.42,941.99,0.0
