,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,3591.77,701.99,645.61,215.64,1612.9,716.52,2961.38,2283.57,799.39,2202.13,1939.94,818.78,2611.99,1769.06,2635.42,2267.4,2345.47,855.96,1811.36,0.0
1,3431.19,0.0,3332.46,3260.48,3375.78,2663.52,3281.85,1483.67,1902.85,3165.49,2018.42,2341.84,3135.14,1959.78,2554.99,2016.27,2214.97,2197.07,3132.5,3382.68,3431.19
2,799.06,3270.63,0.0,642.19,743.65,1557.82,424.37,2640.24,1962.42,616.01,2027.4,1690.22,581.11,2290.85,1283.2,2314.28,1844.72,1859.62,528.92,1705.26,799.06
3,624.85,3266.27,439.27,0.0,569.44,1338.42,339.22,2635.88,1958.07,472.61,1927.65,1614.44,447.26,2286.49,1453.06,2309.92,1941.9,2029.47,395.06,1485.86,624.85
4,194.32,3497.29,654.16,655.16,0.0,1569.44,622.04,2866.9,2189.08,704.91,2158.67,1845.45,724.29,2517.51,1721.23,2540.94,2172.92,2297.64,761.48,1716.88,194.32
5,1540.97,2622.35,1487.98,1370.27,1485.56,0.0,1391.64,2042.11,1364.29,1275.28,1051.38,960.81,1244.93,1692.72,983.09,1716.15,1348.13,1531.37,1242.28,1325.56,1540.97
6,640.39,3235.75,311.48,418.25,584.98,1382.38,0.0,2605.36,1927.54,433.08,1971.61,1655.34,403.5,2255.96,1248.32,2279.39,1809.84,1824.73,351.3,1529.82,640.39
7,2753.52,1416.3,2654.79,2582.81,2698.11,2132.49,2604.18,0.0,1219.75,2487.82,1684.35,1664.17,2457.47,1097.38,1877.32,1167.86,1331.75,1230.81,2454.83,2715.33,2753.52
8,2048.22,1766.81,1949.5,1877.52,1992.81,1427.19,1898.89,1136.42,0.0,1782.53,767.4,958.88,1752.18,406.84,1172.03,369.06,859.62,1141.81,1749.53,2010.04,2048.22
9,687.91,3057.31,532.58,435.57,632.5,1129.46,425.83,2426.92,1749.1,0.0,1718.69,1405.48,160.86,2077.53,1289.87,2100.96,1732.94,1866.28,181.59,1276.9,687.91
10,1977.08,2052.68,1924.09,1806.38,1921.68,1158.08,1827.75,1655.51,796.32,1711.39,0.0,762.99,1681.04,1124.74,1174.6,1148.17,885.21,1167.39,1678.4,1877.24,1977.08
11,1623.2,2272.73,1545.45,1452.49,1567.79,879.72,1473.86,1642.34,964.52,1357.5,743.01,0.0,1327.15,1292.94,767.98,1316.37,948.36,1230.54,1324.51,1585.01,1623.2
12,707.43,3143.13,510.46,487.46,652.03,1215.27,414.12,2512.73,1834.92,235.2,1804.5,1491.29,0.0,2163.34,1375.68,2186.77,1818.75,1952.09,98.0,1362.71,707.43
13,2317.33,1860.68,2218.61,2146.63,2261.92,1696.3,2168.0,1077.88,456.86,2051.64,994.47,1227.99,2021.28,0.0,1441.14,481.34,1086.34,1377.05,2018.64,2279.15,2317.33
14,1764.54,2377.56,1363.92,1512.97,1709.13,1078.37,1331.03,1747.17,1069.35,1471.38,1134.32,797.15,1368.32,1397.77,0.0,1421.2,962.27,860.76,1316.13,1726.35,1764.54
15,2400.43,1814.29,2301.71,2229.72,2345.02,1779.4,2251.09,1031.49,369.41,2134.73,1119.6,1311.08,2104.38,397.42,1524.23,0.0,815.02,1105.73,2101.74,2362.24,2400.43
16,2090.48,1939.44,1689.86,1838.91,2035.06,1482.05,1656.97,1149.16,870.95,1797.31,902.88,1056.64,1694.26,1093.18,925.7,815.51,0.0,304.21,1642.06,2052.29,2090.48
17,2243.12,2114.15,1842.5,1991.55,2187.71,1634.69,1809.61,1181.78,1040.66,1949.95,1072.59,1226.36,1846.9,1320.93,891.66,1043.26,484.1,0.0,1794.71,2204.93,2243.12
18,804.91,3118.57,480.14,462.9,749.5,1190.71,383.8,2488.18,1810.36,247.4,1779.94,1466.73,115.05,2138.78,1349.31,2162.21,1794.19,1925.72,0.0,1338.16,804.91
19,1617.45,3403.14,1564.46,1446.74,1562.04,1250.35,1468.11,2772.75,2094.93,1351.75,1839.58,1749.01,1321.4,2423.35,1635.7,2446.78,2078.77,2212.11,1318.76,0.0,1617.45
20,0.0,3591.77,701.99,645.61,215.64,1612.9,716.52,2961.38,2283.57,799.39,2202.13,1939.94,818.78,2611.99,1769.06,2635.42,2267.4,2345.47,855.96,1811.36,0.0
