,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,1822.12,1623.99,2158.62,716.72,885.39,2080.91,1418.21,992.98,846.61,2465.13,2630.28,2362.1,2310.42,692.05,1909.08,1581.39,1649.81,1501.01,3020.36,0.0
1,1788.66,0.0,1285.26,1597.24,1515.48,1483.79,1613.38,2352.94,1577.55,1899.5,2369.29,3234.95,2083.22,2262.65,1828.47,2996.94,1242.66,1408.57,1331.98,2840.14,1788.66
2,1552.2,1113.83,0.0,841.62,1215.45,1203.75,857.76,2307.57,1277.51,1854.14,1499.75,3189.58,1213.67,1419.17,1457.02,2951.58,153.13,490.92,501.7,1970.59,1552.2
3,2076.68,1562.78,840.7,0.0,1739.93,1728.23,357.91,2756.53,1801.99,2303.09,1493.61,3638.53,899.81,1316.91,2019.71,3400.53,812.48,925.45,1095.1,1964.45,2076.68
4,784.27,1587.97,1301.18,1859.77,0.0,323.14,1776.54,1688.24,317.87,1234.8,2323.52,2570.25,2039.28,2168.81,418.88,2297.95,1258.58,1364.64,1359.4,2796.2,784.27
5,1015.09,1505.29,1333.51,1841.79,383.14,0.0,1808.87,1898.53,508.42,1368.94,2355.85,2780.54,2071.62,2201.14,760.41,2431.42,1290.91,1396.97,1391.74,2828.54,1015.09
6,2035.73,1597.94,875.86,308.68,1698.98,1687.28,0.0,2791.68,1761.05,2338.24,1392.76,3673.69,933.23,1238.05,1909.06,3435.68,847.64,816.0,1035.68,1894.76,2035.73
7,1419.11,2498.85,2523.37,2835.36,1889.74,1979.6,2851.49,0.0,2165.99,1255.27,3607.41,1801.23,3321.33,3500.76,1995.09,1249.3,2480.77,2646.69,2570.1,4078.25,1419.11
8,1023.54,1644.43,1431.4,1980.93,348.6,381.14,1906.77,1927.51,0.0,1474.07,2453.74,2809.52,2169.51,2299.03,708.29,2537.22,1388.8,1494.86,1489.63,2926.43,1023.54
9,767.27,1999.37,2023.89,2335.87,1237.9,1381.71,2352.01,1208.31,1514.15,0.0,3107.92,2181.02,2821.85,2987.94,1344.61,1699.18,1981.29,2147.21,2070.61,3578.77,767.27
10,2506.61,2250.21,1458.47,1457.07,2229.38,2217.68,1226.79,3443.96,2291.45,2919.98,0.0,4325.96,1128.11,640.46,2294.26,3982.46,1452.87,1407.26,1576.92,1139.77,2506.61
11,2569.32,3390.21,3414.72,3726.71,2788.75,2870.96,3742.85,1713.81,3065.01,2146.62,4498.76,0.0,4212.69,4392.11,2912.68,1481.6,3372.13,3538.04,3461.45,4969.61,2569.32
12,2308.98,1993.06,1201.32,889.29,1972.23,1960.53,781.87,3186.8,2034.29,2662.83,1241.55,4068.81,0.0,993.1,2204.49,3725.3,1195.71,1150.11,1319.76,1706.15,2308.98
13,2296.69,2187.41,1448.32,1365.52,2077.98,2142.27,1157.66,3294.68,2216.04,2841.24,778.84,4176.69,975.49,0.0,2084.34,3907.05,1442.71,1397.11,1394.22,1355.64,2296.69
14,719.91,1902.78,1518.88,2059.55,439.39,663.67,1865.6,1656.09,632.69,1202.65,2249.81,2538.09,2185.56,2095.1,0.0,2295.79,1476.28,1434.5,1285.7,2805.05,719.91
15,1697.05,3127.12,3050.08,3463.62,2167.68,2311.49,3479.76,1173.76,2443.93,1632.23,4046.1,1433.91,3788.19,3891.39,2273.03,0.0,3007.48,3113.55,3081.99,4545.11,1697.05
16,1498.58,1060.21,144.66,831.8,1161.83,1150.13,847.94,2253.96,1223.89,1800.52,1529.79,3135.96,1243.71,1449.2,1415.06,2897.96,0.0,520.96,591.23,2000.63,1498.58
17,1553.6,1366.3,502.38,914.52,1334.9,1338.05,842.41,2551.59,1411.81,2040.35,1391.22,3433.6,1105.15,1310.64,1341.26,3102.82,503.86,0.0,285.5,1862.07,1553.6
18,1430.89,1220.92,600.03,1084.09,1212.18,1276.48,1011.98,2414.66,1350.24,1961.22,1559.8,3296.67,1274.72,1405.09,1218.54,3041.25,584.09,340.47,0.0,2031.64,1430.89
19,3157.39,2867.43,2075.69,2074.29,2846.6,2834.9,1844.01,4061.18,2908.67,3537.21,1167.66,4943.19,1880.03,1445.5,2945.04,4599.68,2070.09,2024.48,2194.14,0.0,3157.39
20,0.0,1822.12,1623.99,2158.62,716.72,885.39,2080.91,1418.21,992.98,846.61,2465.13,2630.28,2362.1,2310.42,692.05,1909.08,1581.39,1649.81,1501.01,3020.36,0.0
