,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,2895.14,3285.69,2450.18,1227.86,1539.77,3383.79,2453.84,1557.14,2691.35,2403.84,2208.44,2432.5,2715.41,1916.39,2509.58,1015.75,676.84,0.0
1,3181.42,0.0,1159.46,737.15,2383.39,2287.3,1432.34,1494.79,3784.48,634.59,1086.49,2151.09,840.06,262.77,1905.97,584.34,2588.64,3201.11,3181.42
2,3598.97,1005.86,0.0,1535.87,2850.83,2767.95,876.42,2093.3,4202.03,1361.35,1498.64,2550.56,1217.31,1136.53,2305.45,1383.06,3006.19,3668.56,3598.97
3,2628.67,718.9,1523.16,0.0,1799.03,1727.87,1621.27,936.65,3231.73,464.41,533.73,1862.8,744.16,539.17,1524.71,333.33,2035.89,2616.75,2628.67
4,1187.14,2235.12,2551.79,1790.16,0.0,547.72,2649.9,1512.31,2099.26,2014.88,1701.94,1561.03,1682.27,2055.4,1268.97,1849.56,1045.83,1092.59,1187.14
5,1404.19,2146.19,2533.25,1701.22,481.72,0.0,2631.36,1493.78,2414.04,1942.4,1654.89,1512.6,1663.73,1966.46,1220.55,1760.62,1209.45,1376.59,1404.19
6,3692.71,1373.06,900.53,1696.22,2944.57,2861.69,0.0,2209.26,4295.77,1482.98,1614.6,2644.3,1333.27,1405.77,2399.19,1543.41,3099.93,3762.3,3692.71
7,2402.82,1340.24,1629.58,895.28,1483.47,1412.31,1727.69,0.0,3104.55,1092.66,779.73,1994.81,760.06,1160.52,1568.09,954.68,1908.71,2301.19,2402.82
8,1545.06,3546.52,3937.06,3101.56,2161.24,2462.24,4035.17,3125.6,0.0,3342.73,3055.22,2859.82,3083.88,3366.79,2567.77,3160.96,1667.13,1528.7,1545.06
9,3037.09,654.39,1353.96,519.11,2192.59,2121.44,1452.06,1330.22,3640.14,0.0,674.97,2013.54,438.76,471.0,1768.42,337.53,2444.31,3010.32,3037.09
10,2607.72,1021.92,1446.38,576.96,1777.15,1705.99,1544.48,883.78,3210.78,673.03,0.0,1841.84,576.85,842.2,1503.76,636.36,2014.94,2594.87,2607.72
11,2382.76,2091.86,2310.05,1788.08,1634.62,1551.73,2408.16,1977.07,2985.81,2005.66,1741.75,0.0,1632.37,1978.16,1040.81,1847.48,1789.98,2452.34,2382.76
12,2889.55,746.32,964.51,825.02,2065.23,1994.08,1062.62,1153.39,3492.61,420.96,558.73,1841.14,0.0,632.63,1596.03,728.95,2296.77,2882.96,2889.55
13,3030.2,270.44,1280.85,585.92,2232.16,2136.07,1378.96,1343.56,3633.25,434.88,935.26,2097.71,786.68,0.0,1852.59,433.12,2437.42,3049.88,3030.2
14,2016.39,1900.01,2133.37,1455.04,1268.25,1185.36,2231.48,1580.45,2619.44,1696.22,1408.71,975.78,1437.36,1720.28,0.0,1514.44,1423.61,2085.97,2016.39
15,2833.69,513.12,1317.39,389.41,2035.65,1939.56,1415.49,1147.05,3436.74,344.62,738.75,2067.81,738.02,333.39,1729.72,0.0,2240.91,2853.37,2833.69
16,1068.96,2416.85,2807.39,1971.88,1223.05,1332.57,2905.5,1995.93,1672.02,2213.06,1925.55,1730.15,1954.2,2237.12,1438.1,2031.28,0.0,1327.27,1068.96
17,692.43,3218.88,3535.55,2773.92,1192.79,1504.69,3633.66,2496.07,1518.32,2998.63,2685.7,2544.78,2666.03,3039.15,2252.73,2833.31,1423.2,0.0,692.43
18,0.0,2895.14,3285.69,2450.18,1227.86,1539.77,3383.79,2453.84,1557.14,2691.35,2403.84,2208.44,2432.5,2715.41,1916.39,2509.58,1015.75,676.84,0.0
