,xcoord,ycoord,Type,ParcelVolume
0,29.2027665728522,41.0066593564027,TRUCK,0
1,28.432692564214,41.2921626294201,TRUCK,4.699695204983122
2,29.0954079580354,41.0144786214784,UAVELIGIBLE,2.284601724712174
3,29.54331525,40.7843864,UAVELIGIBLE,2.090954792457875
4,28.97091495,41.01549255,UAVELIGIBLE,2.406970524006274
5,29.1825036825842,40.8976100474034,TRUCK,4.8622817449763645
6,29.1403507631359,40.9444194311998,UAVELIGIBLE,1.779202657768435
7,29.0646597633464,41.0140023910913,UAVELIGIBLE,1.9780610481339778
8,29.1161044182839,40.9780176130481,UAVELIGIBLE,2.114266073383362
9,29.3922239824083,40.7647323981923,UAVELIGIBLE,2.0929958401689923
10,28.783444007792,40.9973660797827,TRUCK,4.818808887849215
11,29.3215616,40.8779851,UAVELIGIBLE,2.302431864761552
12,28.994214361016,41.060705829189,UAVELIGIBLE,2.370001121873416
13,28.7274653749927,41.1986807227314,UAVELIGIBLE,1.2045418708097007
14,28.803099540875,41.041366289267,UAVELIGIBLE,1.5664068858083635
15,29.1228282027547,41.0188764521802,TRUCK,5.889688676553259
16,29.3730930888777,40.8238731764072,UAVELIGIBLE,1.1807033876626418
17,29.46224345,41.19145345,UAVELIGIBLE,2.7423465980295734
18,28.9270451745701,41.0695912172266,UAVELIGIBLE,1.7824201764814642
19,29.2408219504249,40.882721870298,UAVELIGIBLE,2.1023135542699283
20,29.1707907166584,40.9024219195281,TRUCK,5.129329854187409
21,29.3625038627613,40.889827249627,UAVELIGIBLE,1.9634799445317048
22,28.8345924733787,41.0005210617965,UAVELIGIBLE,1.7410574249552448
23,29.1317376830567,40.866159105044,TRUCK,7.826360750606849
24,28.9512803398563,41.0132885621011,TRUCK,3.790370664073631
25,28.8155827,41.03416685,TRUCK,4.485105418384338
26,28.9811284169683,41.003606548649,TRUCK,5.088570266631008
27,29.14095545,40.98414945,UAVELIGIBLE,1.8798471981760607
28,29.1059531096437,41.0521268150354,UAVELIGIBLE,1.499112470206453
29,29.09878285,41.11119005,UAVELIGIBLE,1.7701116207241339
30,29.0002869524389,41.1002202056307,UAVELIGIBLE,1.3380223842094152
31,28.941736088141,41.0236748927441,UAVELIGIBLE,2.389438457691895
32,28.7078205098653,40.9751785800632,UAVELIGIBLE,2.3631497527892633
33,28.7646445,41.0323638,TRUCK,6.126746680487123
34,29.1173099163077,41.0083975925678,UAVELIGIBLE,1.9158072904265635
35,29.25020595,40.9931061,TRUCK,7.708690494052478
36,28.8467035469022,41.04621111438,UAVELIGIBLE,1.5472350587021033
37,29.0232510884825,41.0498119295376,UAVELIGIBLE,2.1440733978747946
38,29.0856873013885,41.0619344386831,UAVELIGIBLE,1.8658003496709492
39,28.9902088772944,41.1777370555732,UAVELIGIBLE,1.9377176733269872
40,28.724141964014,41.0720285754776,UAVELIGIBLE,2.471734768922154
41,28.9057831291996,41.0290821738065,UAVELIGIBLE,1.99247370591932
42,28.9775673960102,41.0245636715746,UAVELIGIBLE,2.758648273871506
43,29.25109885,40.8923378,UAVELIGIBLE,1.8104911415716765
44,29.3885004668302,40.7676855596759,UAVELIGIBLE,1.7970706395586362
45,28.7085225398284,40.9859717258733,UAVELIGIBLE,1.1688383525568538
46,28.98256295,41.04647395,UAVELIGIBLE,1.3167594505582012
47,29.1420845,40.98482595,UAVELIGIBLE,1.5765754791216162
48,29.1431098,40.9703031,UAVELIGIBLE,2.3271376618448856
49,29.0936283521706,41.1363505831032,UAVELIGIBLE,2.3582616437800077
50,28.9020567947549,40.9961563330478,TRUCK,6.781300917522249
51,28.9697299101641,41.0078042384493,UAVELIGIBLE,2.347849642430366
52,29.19194471827,40.9120980443825,UAVELIGIBLE,2.1102087454390484
53,28.7738096570849,41.1978423289265,UAVELIGIBLE,1.9720467759708495
54,29.4085026879618,41.2008648892912,TRUCK,3.918739269536786
55,29.1509369992752,41.0077854914035,UAVELIGIBLE,1.4872737485419205
56,29.3006525796845,40.9245000580669,UAVELIGIBLE,2.2098099039976358
57,29.2178952407426,40.9577706135548,TRUCK,4.428239127085522
58,29.0263452906922,41.2135560040395,UAVELIGIBLE,1.2584115483395293
59,29.1952575850108,41.0198811715679,UAVELIGIBLE,2.260497563827033
60,28.85068355,41.0255083,UAVELIGIBLE,2.4846130924832845
61,29.22021454274,41.1107782946467,UAVELIGIBLE,2.150214670454238
62,28.6898500301371,41.33589963257,UAVELIGIBLE,1.3796987316291247
63,29.0897909,41.17038675,UAVELIGIBLE,1.6795694893787836
64,29.15816045,41.03764895,UAVELIGIBLE,2.7365594109707128
65,28.954469243032,41.0262734340347,TRUCK,6.601923392767242
66,29.0927725360104,41.0391371489867,UAVELIGIBLE,1.1022911807103617
67,28.4175518,41.25940625,UAVELIGIBLE,1.8489741296479152
68,28.9461823885791,41.018615557174,TRUCK,5.461345121262169
69,29.2959303,40.9365428,UAVELIGIBLE,2.08340298782186
70,29.2027665728522,41.0066593564027,TRUCK,0
