,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.0,3221.36,2222.35,2287.5,1105.58,1297.35,1336.84,1434.02,892.59,1561.71,807.03,3018.81,1682.91,386.87,1490.21,1078.11,1729.26,1771.93,2871.6,765.15,1680.73,355.88,1303.5,1651.59,1729.48,1223.18,1778.85,1848.73,1655.08,1035.17,2554.34,359.93,1498.12,1966.11,306.43,2164.72,1357.42,282.02,2112.51,944.22,0.0
1,3359.96,0.0,1989.26,2054.41,3070.71,2647.51,2687.0,2568.95,3929.28,4621.46,3449.6,2971.35,2457.32,3260.65,2571.63,4137.87,2559.66,2591.03,2789.42,3336.59,2418.03,3612.63,2298.82,3001.75,2591.35,3646.31,2554.78,2670.4,4611.41,3141.75,2721.63,3678.24,2848.27,2322.91,3593.88,2332.01,2972.88,3600.33,2938.06,2940.67,3359.96
2,2195.44,2127.04,0.0,362.13,1906.19,1482.99,1522.48,1404.43,2764.76,3456.95,2285.08,1467.54,1078.48,2096.14,1407.11,2973.35,989.13,1168.72,1285.62,2172.07,1253.51,2448.11,1134.3,1837.23,1020.82,2481.8,984.26,1099.87,3479.56,1977.24,1071.61,2513.72,1683.76,672.89,2429.37,681.99,1808.36,2435.81,1773.55,1776.15,2195.44
3,2327.13,2071.89,454.3,0.0,2024.54,1614.69,1654.17,1443.76,2883.12,3588.64,2416.77,1341.41,988.04,2227.83,1411.91,3105.04,983.02,1149.81,1294.83,2303.76,1286.79,2579.8,1265.99,1968.92,1014.71,2600.15,938.09,1009.18,3611.25,2108.93,876.95,2645.41,1815.45,478.22,2561.06,487.33,1807.53,2567.5,1905.24,1907.84,2327.13
4,997.88,2989.07,1903.59,1968.74,0.0,1065.07,1104.55,1189.14,1114.42,2289.0,910.22,2734.77,1398.0,795.67,1245.32,1805.4,1182.48,1330.6,2552.84,1292.11,1435.84,1233.53,1058.61,1419.3,1182.7,831.45,1249.79,1301.95,2382.37,397.73,2309.46,1323.16,1265.83,1721.22,1235.86,1919.83,793.79,1245.25,1867.62,750.13,997.88
5,1324.52,2434.54,1435.53,1500.68,1035.27,0.0,173.19,984.56,1893.85,2586.03,1414.16,2266.7,1209.63,1225.22,1065.59,2102.44,1310.44,1341.81,2084.78,1301.15,1168.81,1577.19,652.99,492.93,1342.14,1610.88,1305.57,1421.18,2608.65,1106.32,2081.07,1642.8,461.23,1492.83,1558.45,1691.44,1277.0,1564.89,1462.01,905.23,1324.52
6,1466.56,2576.57,1577.56,1642.72,1177.3,165.89,0.0,1126.59,2035.88,2728.06,1556.2,2408.74,1351.67,1367.25,1207.62,2244.47,1452.47,1483.85,2226.81,1443.19,1310.85,1719.23,795.03,613.93,1484.17,1752.91,1447.6,1563.21,2750.68,1248.35,2223.1,1784.83,555.32,1634.87,1700.48,1833.48,1419.04,1706.92,1604.04,1047.27,1466.56
7,1369.6,2388.36,1346.83,1411.1,1030.45,1022.84,1062.32,0.0,1889.03,2631.11,1459.24,2126.96,791.07,1407.51,166.83,2147.52,720.9,640.19,1996.08,1610.83,483.88,1622.28,411.12,1377.07,650.04,1606.06,865.2,980.81,2724.48,1153.54,1662.5,1687.88,1223.6,1074.26,1603.53,1272.88,813.44,1609.97,1220.13,989.68,1369.6
8,1007.38,3673.28,2593.78,2658.94,1063.46,1749.27,1788.76,1879.33,0.0,1872.85,573.9,3424.96,2088.2,857.49,1935.52,1585.16,1872.68,2020.79,3243.03,1353.93,2126.04,1159.12,1748.81,2103.51,1872.9,873.3,1939.98,1992.14,2034.58,1049.89,2999.65,794.27,1950.04,2411.42,1067.3,2610.03,1500.83,781.35,2557.82,1396.14,1007.38
9,1584.3,4444.18,3445.17,3510.32,2328.4,2520.18,2559.66,2656.84,1887.78,0.0,2029.85,4241.63,2905.73,1837.14,2713.03,1027.63,2952.08,2994.76,4094.42,2190.62,2903.55,1836.98,2526.32,2874.41,2952.3,2194.51,3001.67,3071.55,653.15,2257.99,3777.17,1819.94,2720.94,3188.93,1794.06,3387.54,2580.24,1824.67,3335.33,2167.04,1584.3
10,632.97,3246.54,2247.54,2312.69,904.15,1322.54,1362.02,1459.21,585.27,1908.35,0.0,3043.99,1708.1,430.76,1515.4,1424.76,1713.37,1797.12,2896.79,927.2,1705.92,868.61,1328.69,1676.77,1713.59,673.03,1780.67,1832.83,2001.72,890.59,2579.53,790.56,1523.3,1991.3,870.95,2189.91,1341.53,777.64,2137.7,969.4,632.97
11,3066.17,3031.57,1404.68,1392.65,2700.69,2463.57,2503.05,2146.24,3559.27,4327.67,3155.81,0.0,1690.52,3076.71,2114.38,3844.08,1685.49,1852.28,1352.36,3152.64,1989.27,3318.84,2045.83,2817.8,1717.19,3276.3,1640.56,1711.65,4421.05,2823.78,760.56,3384.45,2664.33,1180.69,3300.09,997.76,2510.01,3306.54,2754.12,2686.24,3066.17
12,1789.02,2406.58,1006.97,1071.23,1449.86,1359.07,1398.56,828.93,2308.44,3050.52,1878.66,1787.1,0.0,1826.92,738.57,2566.93,398.08,285.02,1656.22,2030.25,579.63,2041.69,768.68,1713.31,289.61,2025.47,438.64,554.25,3143.9,1572.96,1322.64,2107.3,1559.84,734.4,2022.94,933.01,1232.86,2029.39,1577.69,1409.09,1789.02
13,375.55,3187.19,2188.18,2253.34,799.08,1263.19,1302.67,1399.86,1036.97,1848.67,553.67,2984.64,1648.74,0.0,1456.04,1365.07,1672.92,1737.77,2837.43,541.47,1646.56,629.09,1269.33,1617.42,1673.14,971.69,1740.22,1792.38,1910.22,837.42,2520.18,700.83,1463.95,1931.94,616.47,2130.55,1301.08,622.91,2078.34,884.79,375.55
14,1517.17,2358.89,1317.36,1381.63,1178.01,1093.61,1133.09,172.17,2036.59,2778.67,1606.81,2097.49,751.83,1555.07,0.0,2295.08,676.59,595.88,1966.61,1758.4,374.29,1769.84,481.89,1447.84,605.73,1753.62,820.89,936.5,2872.04,1301.1,1633.03,1835.44,1294.37,1044.79,1751.09,1243.4,961.0,1757.53,1290.9,1137.24,1517.17
15,1072.65,3932.53,2933.52,2998.67,1816.75,2008.52,2048.0,2145.19,1617.28,1020.5,1518.2,3729.97,2394.08,1325.48,2201.38,0.0,2440.43,2483.1,3582.77,1709.32,2391.9,1325.32,2014.67,2362.75,2440.65,1934.34,2490.01,2559.89,1113.87,1746.33,3265.51,1308.28,2209.28,2677.28,1282.41,2875.89,2068.59,1313.02,2823.68,1655.38,1072.65
16,1860.8,2492.31,967.2,1032.35,1301.67,1488.27,1527.75,826.17,2160.24,3122.31,1950.45,1798.37,410.33,1841.49,735.81,2638.72,0.0,371.49,1616.45,2159.44,576.86,2113.48,897.87,1842.5,223.6,1877.27,313.69,429.3,3215.68,1424.76,1400.7,2179.08,1689.03,812.46,2094.73,1011.08,1131.03,2101.17,1706.88,1440.02,1860.8
17,1889.4,2556.63,1037.11,1102.27,1332.51,1509.12,1548.61,761.62,2191.09,3150.91,1979.05,1868.29,346.91,1872.34,671.26,2667.32,251.73,0.0,1686.36,2130.64,512.31,2142.08,918.73,1863.36,172.01,1908.12,383.6,499.21,3244.28,1455.6,1470.61,2207.68,1709.89,882.38,2123.33,1080.99,1161.88,2129.77,1727.74,1470.87,1889.4
18,3062.93,2918.49,1263.79,1356.75,2773.68,2350.49,2389.97,2271.92,3632.26,4324.44,3152.57,1345.17,1968.19,2963.63,2274.6,3840.85,1878.84,2058.43,0.0,3039.56,2121.0,3315.61,2001.79,2704.72,1910.53,3349.29,1873.97,1989.58,4347.06,2844.73,1415.39,3381.21,2551.25,1625.24,3296.86,1555.5,2675.85,3303.3,2641.04,2643.65,3062.93
