,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.0,1724.55,1637.81,1541.0,1025.43,2049.84,1083.5,936.54,2211.17,1543.52,704.92,2789.66,1574.2,746.16,1599.06,1236.22,1382.12,1236.24,2895.99,1453.66,215.23,881.87,671.74,1937.84,1928.17,1717.81,1417.49,1004.42,2577.38,805.82,1384.14,1811.47,1815.99,2114.63,1073.7,880.61,1007.75,1712.48,1159.0,984.02,0.0
1,1757.85,0.0,2648.04,2386.63,1364.31,765.7,2019.34,1946.76,3147.0,1269.02,1429.97,3725.5,1338.87,1836.72,1264.33,2172.06,1146.79,771.4,3210.25,1157.66,1844.51,1972.44,1777.13,2861.59,2851.91,2641.56,1182.16,2094.99,1655.55,1741.66,1932.95,2735.22,2751.82,3038.38,2009.53,1359.85,2098.32,2648.31,1189.79,1919.86,1757.85
2,1710.31,2650.02,0.0,1441.23,1950.9,2975.31,1502.06,1280.81,1700.04,2432.46,1714.95,2031.53,2499.67,1617.77,2524.53,1441.11,2307.59,2161.72,3670.37,2379.13,1768.0,1753.49,1531.67,1742.88,1733.2,1447.94,2342.96,1876.04,3502.85,1296.0,1539.41,1541.6,1884.71,1919.67,1061.94,2016.16,1879.37,1781.2,2084.47,1407.99,1710.31
3,1570.69,2510.41,1383.34,0.0,1811.28,2835.69,1161.41,1141.19,2260.7,2292.84,1540.38,2714.38,2360.05,1478.16,2384.91,1301.49,2167.98,2022.1,3530.75,2239.51,1628.38,1613.87,1392.06,797.73,788.05,531.88,2203.34,1736.42,3363.24,1083.74,869.22,598.76,1014.47,974.52,1079.32,1876.54,1739.75,910.96,1944.85,1265.52,1570.69
4,986.0,1244.13,1876.19,1679.82,0.0,1672.39,1312.53,1174.91,2440.19,1229.92,723.16,3018.69,1196.75,1064.88,1221.61,1465.25,1004.67,755.83,2826.14,1076.2,1072.66,1200.59,1005.28,2154.78,2145.1,1934.75,1040.04,1323.14,2199.93,1034.84,1226.13,2028.41,2045.01,2331.57,1302.72,844.52,1326.47,1941.5,669.7,1213.04,986.0
5,1971.26,761.49,2861.45,2702.85,1768.3,0.0,2245.35,2160.17,3257.65,1316.88,1849.14,3711.32,1283.72,2050.14,1084.71,2398.07,1091.64,1327.85,3073.33,1085.21,2057.92,2185.85,1990.54,3161.48,3151.8,2941.45,1127.0,2308.4,1430.73,1967.67,2460.85,3035.11,2977.84,3338.27,2235.55,1520.61,2311.73,2874.33,1607.95,2145.87,1971.26
6,1109.74,1913.2,1456.48,1094.74,1225.81,2288.39,0.0,854.43,2007.03,1845.91,858.95,2585.53,1812.75,1302.02,1837.6,1032.09,1620.67,1424.89,3354.61,1692.2,1270.64,1437.73,1215.92,1569.7,1560.02,1349.67,1656.04,1560.28,2815.93,415.5,744.21,1443.33,1457.28,1746.49,760.31,1389.09,1563.61,1353.77,1468.9,324.16,1109.74
7,1073.64,2013.36,1356.87,1355.24,1314.23,2338.64,998.06,0.0,1780.78,1795.79,1095.69,2359.28,1863.01,981.11,1887.86,805.84,1670.93,1525.05,3033.7,1742.46,1131.33,1116.82,895.01,1656.89,1647.22,1436.86,1706.29,1239.37,2866.19,720.58,1305.94,1530.53,1737.79,1833.68,856.33,1379.49,1242.7,1634.28,1447.8,898.58,1073.64
8,2223.11,3055.36,1651.91,2221.78,2367.97,3413.44,1923.68,1786.35,0.0,2557.32,2001.11,916.43,2879.6,2130.58,2809.81,1231.92,2624.85,2567.05,3243.17,2720.93,2280.8,2266.29,2044.48,2523.43,2513.75,2231.04,2651.86,1812.63,3940.98,1626.01,2211.36,2324.7,2643.21,2700.22,1572.4,2528.97,1999.37,2539.7,2597.27,1824.19,2223.11
9,1535.31,1240.21,2429.4,2316.71,1382.16,1311.93,1859.21,1728.12,2504.87,0.0,1463.0,2958.54,623.22,1618.09,553.42,2011.93,368.46,1181.78,2312.72,464.55,1621.98,1753.8,1558.49,2729.43,2719.75,2509.4,395.47,1876.35,1839.48,1581.53,2074.71,2603.06,2591.7,2906.22,1849.41,1071.74,1879.68,2488.19,1124.06,1759.73,1535.31
