,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,1165.12,3644.52,2978.64,2826.56,925.92,1823.18,4469.89,1129.27,2262.72,1027.05,1366.49,1830.26,2249.57,2738.49,1116.44,764.01,1748.13,3103.11,1073.49,1281.73,1173.22,1111.12,1009.02,1563.79,1741.57,3052.5,1809.98,480.59,868.82,1081.66,969.82,1837.36,2146.22,1037.83,2905.49,653.31,1207.38,1960.38,1656.3,1911.55,3654.87,2097.1,2209.75,1253.67,1889.52,1324.67,1211.91,1902.09,842.97,0.0
1,1160.87,0.0,3023.0,2357.13,2278.92,1418.69,1189.06,3915.6,666.34,1731.41,498.0,1876.55,1196.14,1643.42,2190.84,360.47,1377.0,1892.03,2468.99,908.96,543.1,434.6,951.36,320.08,929.67,1120.06,2418.38,1188.47,812.13,888.65,343.03,788.73,1893.04,1617.17,542.85,2357.85,969.21,678.34,1338.86,1127.25,1277.43,3020.75,1495.7,1678.43,1002.9,1268.0,655.58,473.28,1373.04,842.52,1160.87
2,3721.62,3035.46,0.0,3451.14,3102.29,3916.41,2494.71,3639.18,3060.98,2900.31,2807.73,4374.27,2501.78,2834.72,2998.3,3044.8,3874.72,4389.74,2627.83,3098.57,3038.63,3116.37,3140.98,3043.64,2941.44,2100.4,2404.76,2291.45,3448.84,3290.04,3044.36,2992.7,4390.76,2901.54,2915.07,3202.4,3419.18,2889.45,2256.78,2728.87,2471.64,3281.52,2687.0,2708.87,2951.85,2452.26,2918.82,3062.91,2699.27,3243.91,3721.62
3,3046.07,2386.24,3427.94,0.0,1045.06,3406.18,2371.14,2524.1,2680.45,1253.89,2132.18,3864.04,2378.22,891.83,1160.25,2395.57,3338.63,3879.51,3651.07,2896.44,2391.69,2469.43,2938.85,2368.09,2336.8,1705.59,1904.83,1708.07,2799.61,2876.13,2395.14,2763.37,3880.53,1042.05,2239.52,867.48,2743.63,2213.9,1594.99,1282.55,2459.51,1855.59,1463.94,1231.69,2944.03,1561.59,2523.69,2498.95,1320.93,2830.01,3046.07
4,3202.34,2466.29,3184.31,1044.61,0.0,3486.24,2168.69,2232.56,2478.01,1153.06,2293.08,3944.09,2175.77,1358.1,405.4,2422.65,3444.54,3959.57,3448.62,2976.5,2411.89,2489.63,3018.91,2466.77,2314.7,1700.31,1493.65,1891.36,2879.67,2956.19,2426.73,2560.93,3960.58,1508.33,2395.8,471.49,2899.91,2358.45,1441.65,1559.19,2257.07,1545.16,1351.74,940.09,2759.49,1776.62,2321.24,2513.61,1597.57,2910.06,3202.34
5,968.65,1540.83,3827.76,3402.09,3323.88,0.0,2234.02,4960.56,1686.91,2776.37,1609.33,623.81,2241.1,2688.38,3235.8,1492.15,694.6,1070.81,3172.52,1393.51,1657.44,1548.93,1435.92,1591.29,1974.63,2165.02,3463.34,2233.43,1123.81,1349.34,1457.37,1459.39,1148.33,2728.49,1620.11,3402.81,1210.31,1789.66,2383.82,2238.57,2322.39,4065.72,2540.66,2723.39,1730.64,2312.96,1769.91,1587.62,2484.36,1327.07,968.65
6,1944.26,1208.2,2484.66,2290.67,1898.92,2228.15,0.0,3535.6,1219.92,1632.43,1034.99,2686.0,178.74,1576.96,1810.84,1164.56,2186.46,2701.48,1451.59,1718.41,1153.8,1231.54,1760.81,1208.69,1056.61,985.96,2038.38,1084.32,1621.58,1698.1,1168.64,1302.84,2702.5,1643.78,1137.71,1977.85,1641.82,1100.36,988.9,1471.11,455.09,2640.75,1429.24,1514.63,1501.4,1245.13,1063.15,1252.26,1441.51,1651.97,1944.26
7,4692.77,3956.72,3687.0,2431.8,2195.96,4976.67,3659.12,0.0,3968.44,2708.92,3783.51,5434.52,3666.2,2975.53,2475.09,3913.08,4934.98,5450.0,4152.27,4466.93,3902.32,3980.06,4509.33,3957.21,3805.13,3190.74,2082.26,3381.79,4370.1,4446.62,3917.16,4051.36,5451.02,3125.75,3886.23,2008.55,4390.34,3848.88,2909.73,3115.05,3747.5,1471.43,2867.05,2495.95,4249.92,3267.05,3811.67,4004.04,3153.44,4400.49,4692.77
8,1245.74,692.47,3015.79,2593.62,2393.28,1603.12,1303.42,4029.96,0.0,1967.9,934.97,2060.98,1310.5,1879.91,2305.21,524.63,1538.3,2076.46,2360.56,862.17,650.51,478.14,904.58,906.27,1040.14,1356.55,2532.74,1424.96,895.13,868.46,467.2,250.04,2077.47,1946.73,1037.69,2472.21,1171.49,1000.34,1483.26,1573.16,1391.79,3135.11,1732.19,1914.92,498.72,1504.49,435.73,406.77,1744.46,822.34,1245.74
9,2648.1,1974.17,2963.25,1323.0,1092.56,2994.11,1753.69,2735.89,2063.0,0.0,1734.21,3451.97,1760.77,570.58,1004.49,1983.5,2940.66,3467.45,3033.62,2484.37,1979.62,2057.36,2526.78,1970.13,1899.69,1285.3,1440.15,1296.0,2387.54,2464.06,1983.07,2145.92,3468.46,605.83,1841.56,1171.49,2345.67,1815.94,1026.65,835.02,1842.06,2042.53,591.01,311.26,2344.48,1149.52,1906.24,2086.88,873.4,2417.94,2648.1
