,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,726.38,1897.06,1213.72,300.19,2142.56,1562.42,303.86,765.22,2131.36,1374.82,1576.94,2623.31,2026.96,1953.17,1716.46,1689.51,2272.72,1494.5,246.65,702.4,557.33,757.35,1032.7,2353.92,972.04,2333.21,681.16,293.87,943.56,2351.05,1460.85,1726.76,949.13,2217.25,2255.24,1158.42,1766.55,953.23,1648.93,2130.79,2074.38,2122.14,3222.11,951.88,1619.62,2373.52,957.58,424.48,1804.54,0.0
1,745.13,0.0,1397.77,1093.93,823.58,1917.48,1169.09,827.24,892.29,1738.03,1043.15,1351.87,2229.98,1633.62,1559.84,1217.17,1464.44,1879.38,1200.0,765.72,935.95,266.17,439.69,1012.24,2128.84,951.58,1939.87,888.77,817.25,573.54,2056.56,1166.35,1227.46,928.67,1922.76,1950.26,863.93,1315.29,512.38,1255.59,1836.3,1681.05,1728.8,2921.25,556.52,1399.82,1980.19,587.56,400.4,1993.32,745.13
2,2039.16,1559.71,0.0,1945.43,2120.11,2927.5,607.06,2093.73,2039.75,860.04,1118.58,2400.66,1361.44,765.08,313.25,319.2,2440.08,760.29,1428.31,1937.08,2083.4,1585.61,1690.87,2159.7,3276.3,2099.03,1071.33,2036.22,2113.79,1547.62,1381.6,1937.46,295.25,2076.12,1225.15,1111.36,1608.53,371.61,1297.51,589.48,1161.34,836.02,938.38,2052.7,1325.35,2351.33,1111.65,1510.15,1696.93,3140.77,2039.16
3,1059.04,1089.99,1734.57,0.0,1029.64,1406.65,1749.35,989.34,1101.23,2318.29,1623.41,858.96,2810.24,2213.89,1925.1,1553.97,919.23,2277.58,1892.01,832.7,1038.09,982.99,1341.83,769.38,1958.75,843.22,2520.14,1097.71,1023.31,1344.97,2662.09,1858.36,1564.27,965.36,2528.28,2440.32,1555.93,1652.1,1157.8,1835.86,2441.83,2171.11,2218.86,3501.51,1327.64,809.64,2560.45,1358.98,1086.6,2025.66,1059.04
4,307.77,840.14,2010.82,1253.49,0.0,1985.47,1676.18,195.13,520.67,2245.13,1488.58,1419.85,2737.07,2140.72,2066.93,1830.22,1532.42,2386.48,1608.26,319.43,468.44,671.09,871.11,830.65,2196.83,768.36,2446.97,436.61,208.31,1057.32,2464.81,1574.61,1840.52,745.45,2331.01,2369.0,1272.18,1880.31,1067.0,1762.69,2244.55,2188.14,2235.9,3335.87,1065.64,1467.8,2487.28,1071.34,538.24,1560.0,307.77
5,2173.84,2081.31,2959.12,1523.24,2058.18,0.0,2805.83,2081.93,1863.28,3374.77,2679.89,1309.04,3866.72,3270.36,3149.65,2778.52,1181.02,3502.13,2935.88,1937.88,1906.93,1974.31,2333.15,1872.86,1557.89,1851.6,3576.61,1859.75,2115.9,2388.84,3792.44,2902.23,2788.82,1854.96,3658.63,3587.0,2599.8,2876.64,2149.11,2892.33,3572.18,3317.79,3365.54,4557.99,2318.96,1236.67,3616.93,2402.86,2085.63,1624.8,2173.84
6,1705.87,1296.93,606.44,1903.54,1804.74,2803.07,0.0,1808.41,1777.88,1084.35,699.47,2237.46,1576.3,979.95,699.15,427.06,2350.02,1225.7,1009.21,1732.44,1821.53,1323.74,1357.58,1897.83,3014.43,1837.16,1286.19,1774.36,1798.42,1209.59,1430.8,1539.68,396.55,1814.26,1297.0,1209.04,1210.75,366.62,1043.0,266.0,1210.55,939.83,987.58,2267.57,1037.66,2285.4,1326.51,1172.12,1435.06,2878.9,1705.87
7,279.45,811.83,1982.51,1166.56,145.91,2075.73,1647.87,0.0,610.94,2216.81,1460.26,1510.12,2708.75,2112.4,2038.61,1801.91,1622.69,2358.16,1579.94,232.51,558.71,642.77,842.79,920.92,2287.09,858.62,2418.65,526.88,179.99,1029.0,2436.49,1546.29,1812.2,835.72,2302.69,2340.68,1243.86,1851.99,1038.68,1734.37,2216.24,2159.83,2207.58,3307.55,1037.32,1558.06,2458.97,1043.02,509.93,1650.27,279.45
8,750.22,952.57,1964.21,1116.05,508.35,1698.45,1677.09,637.58,0.0,2246.03,1551.15,1132.83,2737.98,2141.63,2067.84,1783.6,1245.4,2387.38,1807.14,553.22,356.34,845.57,1204.41,543.64,1909.81,459.17,2447.88,127.33,650.77,1260.1,2663.7,1773.49,1793.9,404.67,2529.89,2458.26,1471.07,1881.22,1020.38,1763.6,2443.44,2189.05,2236.81,3429.25,1190.22,1180.78,2488.19,1274.12,804.08,1774.28,750.22
9,2335.28,1987.27,852.18,2542.07,2434.15,3493.41,1199.44,2437.82,2468.22,0.0,1322.48,2927.8,1060.6,219.8,793.24,949.52,3036.73,664.02,1632.22,2376.3,2511.88,2014.09,2047.92,2588.17,3704.77,2527.51,770.5,2464.7,2427.83,1899.93,1181.43,2104.39,925.57,2504.6,737.79,364.39,1775.46,811.98,1733.35,1181.86,961.18,339.51,354.84,1751.87,1728.0,2947.98,732.52,1862.46,2125.41,3569.25,2335.28
10,1418.4,1256.08,1048.3,1864.98,1517.27,2764.51,688.99,1520.94,1739.31,1244.98,0.0,2198.89,1736.93,1140.58,1066.79,1017.71,2311.46,1386.33,526.35,1459.42,1782.97,1285.18,1316.72,1859.27,2975.86,1798.6,1446.83,1735.79,1510.95,1079.52,1418.84,1187.52,993.76,1775.69,1285.04,1323.03,858.59,880.17,1004.44,775.5,1198.58,1188.0,1208.15,2289.9,999.09,2246.84,1487.14,1093.53,1383.8,2725.54,1418.4
11,1427.46,1334.93,2326.18,890.3,1311.8,1357.2,2059.45,1335.55,1116.9,2628.39,1933.51,0.0,3120.34,2523.99,2450.2,2145.58,363.37,2769.74,2189.5,1191.5,1160.55,1227.93,1586.77,908.32,1803.13,970.52,2830.24,1113.38,1369.52,1642.46,3046.06,2155.85,2155.88,973.88,2912.25,2840.63,1853.43,2243.71,1402.74,2145.96,2825.8,2571.41,2619.17,3811.61,1572.58,341.14,2870.55,1656.48,1339.25,1749.92,1427.46
12,2804.39,2503.47,1457.08,3083.76,2903.25,4009.61,1715.64,2906.92,2984.42,1182.13,1838.67,3444.0,0.0,1140.06,1309.44,1465.72,3556.56,940.16,2136.29,2845.4,3028.07,2530.28,2564.12,3104.37,4220.97,3043.7,472.97,2980.9,2896.93,2416.13,992.36,2573.5,1441.77,3020.8,1206.7,1219.08,2244.57,1328.18,2249.54,1698.06,1442.16,1391.56,1318.83,954.35,2244.2,3489.67,808.64,2378.66,2641.6,4085.44,2804.39
13,2216.44,1831.47,766.72,2438.08,2315.31,3337.61,1043.64,2318.98,2312.42,217.71,1166.67,2771.99,908.62,0.0,637.44,793.72,2884.56,480.12,1476.41,2257.46,2356.07,1858.28,1892.11,2432.37,3548.97,2371.7,618.52,2308.9,2308.99,1744.13,1248.06,1985.55,769.77,2348.8,772.34,471.84,1656.63,656.18,1577.54,1026.05,1027.8,414.56,478.34,1599.89,1572.2,2819.94,658.83,1706.66,1969.6,3413.44,2216.44
14,1943.58,1558.6,322.1,2103.66,2042.45,3064.74,718.61,2046.11,2039.55,696.25,893.81,2499.13,1188.19,591.84,0.0,477.44,2598.32,837.6,1203.55,1984.6,2083.2,1585.42,1619.25,2159.5,3276.1,2098.84,898.09,2036.03,2036.13,1471.26,1307.01,1712.69,453.49,2075.93,1051.91,938.11,1383.76,383.31,1304.68,701.02,1086.75,719.37,863.78,1879.46,1299.33,2509.57,938.41,1433.79,1696.74,3140.58,1943.58
