,xcoord,ycoord,Type,ParcelVolume
0,29.249182995402,40.9026099238442,TRUCK,0
1,29.14670735,40.9818012,UAVELIGIBLE,2.253495586710944
2,28.9940871079602,41.2449934652969,UAVELIGIBLE,2.0780626883888624
3,28.7080254544526,40.9874320168859,UAVELIGIBLE,1.7216536607330224
4,28.7233369581356,41.0569440470947,UAVELIGIBLE,2.14874869046648
5,29.36781295,40.81753445,UAVELIGIBLE,2.233301798532758
6,29.1380247,41.1251789,UAVELIGIBLE,2.5981408874224097
7,28.4980574369932,41.1802531199315,TRUCK,4.783373449598901
8,29.2061507451258,41.0040263541502,UAVELIGIBLE,1.865633433169625
9,28.8669336591504,41.0336880204338,UAVELIGIBLE,1.8599286518332163
10,29.0937930025252,40.9857480326475,UAVELIGIBLE,2.087938640596129
11,29.3804121,40.76097055,UAVELIGIBLE,1.9318786966942305
12,29.1425101245931,41.115274491943,TRUCK,3.0867207879954774
13,28.871053571158,40.9906004658018,UAVELIGIBLE,1.8080342548576676
14,28.7556363623002,41.05468318,UAVELIGIBLE,2.7639895468993876
15,29.1442723067219,41.0056780084882,UAVELIGIBLE,2.2630502350689214
16,29.3086617539324,40.8677938265703,UAVELIGIBLE,1.8149993586870508
17,29.5410739783874,40.7855090545581,UAVELIGIBLE,1.54413436570842
18,29.2246148730716,41.2274794845181,UAVELIGIBLE,2.085189963321703
19,29.2760156323375,40.9751490894442,UAVELIGIBLE,2.8910869634977345
20,29.146437261317,41.0223369200292,UAVELIGIBLE,2.4789371422970263
21,29.1615482839867,41.0176288623377,UAVELIGIBLE,1.7801335752528542
22,29.2777216351537,40.9755739962705,UAVELIGIBLE,1.9865809367021448
23,29.1189393907171,40.9696660629331,UAVELIGIBLE,2.7367930573314028
24,29.105845239199,41.0487030283787,TRUCK,8.510446602849388
25,29.0025936065707,41.0772502193181,TRUCK,7.206027847078105
26,28.7692361,41.1993387,UAVELIGIBLE,1.5040569845990333
27,29.0234022174498,41.0492961338158,UAVELIGIBLE,1.788716250853597
28,29.2159310175464,40.92954035529,UAVELIGIBLE,1.8424401633092222
29,29.2858941809401,40.9573627095813,UAVELIGIBLE,1.3752321979806674
30,29.1567253060456,41.0083325525366,TRUCK,4.503753376334023
31,29.2268559829583,41.0001125930684,UAVELIGIBLE,2.1278642777211685
32,29.5255587136294,40.7791283115713,UAVELIGIBLE,2.3140181544402605
33,28.8976586,40.99706705,TRUCK,8.761649865193181
34,29.0945648713159,40.9584464899979,UAVELIGIBLE,1.9775838081037527
35,28.6833568687995,41.0643732068054,UAVELIGIBLE,2.329979011194813
36,29.17764565,40.90436245,UAVELIGIBLE,1.9040734235291055
37,29.08256565,40.97180765,UAVELIGIBLE,2.4434971743213643
38,28.9677536587199,41.0927428725211,UAVELIGIBLE,2.1941737661549823
39,28.9560925247779,41.0073444952178,UAVELIGIBLE,2.2832755029412377
40,29.0922888619015,41.1345073787642,UAVELIGIBLE,1.2408535951298303
41,28.62787085,41.16036725,UAVELIGIBLE,1.570944086775329
42,28.9106451286935,41.0517558352857,UAVELIGIBLE,1.8290381671168734
43,28.8481049006169,41.0535527932736,UAVELIGIBLE,2.128798612855947
44,29.2537666399862,41.0144452471794,UAVELIGIBLE,2.238521931163091
45,28.9818607009418,41.0438981965304,UAVELIGIBLE,1.4109334587068165
46,29.1934912211991,41.0261469306933,UAVELIGIBLE,1.4802200994505166
47,29.1766974,41.01398275,UAVELIGIBLE,1.3484203922456688
48,28.944836414653,41.025450974908,UAVELIGIBLE,1.7205020620560028
49,29.2684326433484,40.9563601108382,UAVELIGIBLE,1.7873391006776596
50,29.249182995402,40.9026099238442,TRUCK,0
