xcoord,ycoord
29.0991906146119,41.0365368719593
29.2602344897772,40.9592971291326
28.9486494127046,41.1012089915376
29.13952865,41.0071632
29.1624285004003,41.0275394239074
28.8688701065394,41.0100535329961
29.2965478501033,40.9564445360169
28.9983287877753,41.0477625687262
29.1348856224832,41.0222775057722
29.3064072375882,40.9253325660625
29.10659795,41.1485921
28.9897703600085,41.05241451381
29.1342807821127,41.0029665741351
29.28067275,40.9765444
28.7514981577144,41.2499096272754
28.7599103596758,41.1074453223851
29.3701434162,40.8172157507818
29.1061578902205,41.1210385263018
28.99620065,41.06588395
28.978535442648,41.0435111636594
29.3029575074379,40.8512322506959
28.87142875,41.0676389
29.0990605,41.0172291
28.8301144948182,41.0160037382607
29.1534626551482,40.9395391167083
28.54571741358,41.0023848486774
29.1605920900744,41.0343146826853
28.9288354329897,41.0468352164928
29.0538534649454,40.9821213828875
29.0941351436497,41.0215406766195
28.9526878128538,41.0030862691828
29.1412732763368,41.0028309572959
28.683759216352,41.3451277521033
28.7965250416051,41.0183167880751
28.947011115875,41.0315524265543
28.9904488,41.0330637
29.0545798004714,40.9754231834811
29.113662712383,41.0165356562901
29.26377475,40.9961338
28.9477424830802,41.0181058972491
28.6963927908028,41.0258776516847
28.835464008105,41.0507986782917
28.8578865,40.9848227
29.1408317720545,40.9822643418688
29.2584085769954,40.9940724545925
28.6998864952225,41.0034310325387
29.1118769,41.1699567
28.8542759340174,41.0233508672476
28.8938018853438,40.9871875383577
28.68167815,41.04854125
29.1857685471069,40.9054399511675
29.083168021369,40.9753505688651
29.1526433024139,41.025099508917
28.9683372,41.0926601
29.14774245,40.98444515
28.9826839075513,41.0326817877798
28.6929997325697,41.0330098753449
28.9763020890973,41.0315415896961
29.0962095499313,41.1353953336361
28.9862682311374,41.049970700856
28.731093483051,40.9830630508519
28.6833962853216,41.0735447681471
29.2770597,40.94002075
29.1442769119396,41.1882733750335
29.15336265,41.0016352
29.24802425,41.01326815
29.239391708511,41.0042814085581
28.9393464602966,41.0297338693526
29.2523449740942,40.9604273343624
28.7249581844285,40.9742733910378
28.8520601558345,41.1076530702623
29.1077109616867,41.1213917764997
28.704404169872,41.0145828039132
28.7823493047816,41.0118485927164
29.27784795,40.9725958
28.9441958213146,41.0075851800018
28.9338253871757,41.005446473841
29.2091821383564,40.8978738245591
29.252138667355,40.9679545989845
28.9429912516735,41.049135634405
