xcoord,ycoord
29.2685904704288,40.9469890038145
29.556572213819,40.7862431769946
29.04376955,41.0012548
28.9584731162027,41.0048783648679
28.9197391039633,41.0540076903846
28.6970663006814,41.0698519104995
28.8583133136919,41.0420107012159
29.02261985,41.1557108
28.8348058375086,41.0448917320941
29.2536088197875,41.008713009197
28.8596711551827,41.0205738072642
29.1029699492649,41.0412476418371
29.2110505673535,41.0138974748379
28.7508997,41.04455135
29.1370193,40.9402031
29.2068173705989,40.9293462270324
28.4521986039156,41.036801308346
29.3689943266454,40.812067257734
