,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,3183.16,2665.17,2722.04,666.52,2941.33,1207.51,1276.26,1512.89,2230.48,2721.99,3537.48,1097.9,719.16,2705.73,2252.01,1785.69,565.16,2778.26,1486.9,3609.09,2203.22,758.55,2316.98,4226.33,3061.14,2190.35,775.04,2420.57,2672.39,0.0
1,2910.31,0.0,2539.16,1392.78,2977.21,1174.16,2415.14,3450.9,2486.69,1882.39,1448.25,3075.56,2446.14,3128.15,803.84,2728.05,1825.88,2736.89,1291.95,2092.68,1126.15,1888.45,3036.43,1565.59,3180.38,918.94,1473.71,2604.93,2300.07,1186.07,2910.31
2,2452.72,2675.57,0.0,1575.64,2369.81,2346.98,2103.89,2679.76,1822.4,1528.86,1654.7,1181.33,2009.13,2670.56,2198.14,2093.23,1653.26,2279.29,1690.26,1698.67,2930.82,1417.78,2334.7,1459.62,2486.31,2553.55,1622.9,2147.34,894.38,1866.25,2452.72
3,2420.33,1443.75,1625.05,0.0,2452.98,950.72,1972.68,2762.93,1905.57,1190.53,119.22,2161.44,1976.73,2638.16,966.32,2176.4,1274.2,2246.9,294.0,1602.7,1741.71,1196.59,2417.87,670.58,2190.84,1263.79,864.86,2114.94,1612.1,470.0,2420.33
4,550.39,3179.53,2466.14,2523.02,0.0,2937.7,1303.3,1217.28,1338.39,2209.26,2522.97,3338.46,1094.26,660.18,2702.1,2124.92,1782.06,218.96,2652.98,1483.26,3605.45,2057.27,183.19,2280.72,4027.31,3057.5,2186.71,788.12,2221.55,2668.75,550.39
5,2747.42,1116.28,2381.77,960.99,2814.31,0.0,2252.24,3288.0,2323.8,1719.49,1040.06,3006.56,2283.24,2965.25,532.7,2565.15,1662.98,2573.99,760.36,1929.79,1542.21,1725.56,2873.53,1402.7,2858.18,831.09,1310.81,2442.03,2137.17,613.67,2747.42
6,1084.98,2450.19,2153.56,2066.54,1241.25,2208.36,0.0,1613.73,986.14,1573.67,2066.49,3025.88,414.22,1392.19,1972.76,1740.41,1161.9,1000.93,2045.29,642.85,2876.11,1624.11,1268.67,1655.43,3669.54,2328.17,1528.8,857.51,1908.97,1939.42,1084.98
7,1221.45,3673.58,2873.09,2929.97,1305.37,3431.76,1993.94,0.0,1745.33,2616.2,2929.91,3745.41,1827.03,753.25,3196.16,2531.86,2445.2,1345.91,3059.92,2086.01,4099.51,2464.22,1379.46,2687.66,4434.25,3551.56,2620.91,1520.89,2628.49,3162.81,1221.45
8,1325.47,2687.2,1890.41,1947.29,1375.28,2445.37,1016.22,1685.23,0.0,1633.53,1947.23,2762.73,881.88,1543.31,2209.77,1549.19,1289.73,1152.05,2077.24,734.21,3113.13,1481.54,1340.17,1704.98,3451.57,2565.18,1638.24,1020.09,1645.81,2176.43,1325.47
9,1949.56,1946.48,1511.81,1250.34,2016.46,1704.66,1537.15,2498.38,1525.94,0.0,1250.29,2384.12,1505.96,2167.4,1469.05,1767.29,803.43,1776.13,1458.69,1131.93,2372.41,319.09,2075.68,821.3,2931.64,1824.46,694.68,1644.18,1267.21,1435.71,1949.56
10,2445.12,1504.26,1685.56,135.62,2477.77,1011.23,1997.47,2787.73,1930.36,1215.32,0.0,2221.96,2001.53,2662.96,1026.83,2201.19,1298.99,2271.69,354.52,1627.49,1802.22,1221.39,2442.67,695.38,2250.31,1324.3,889.65,2139.74,1636.9,530.51,2445.12
11,3316.04,3169.45,1233.77,2059.96,3233.13,2831.3,2967.21,3543.09,2685.72,2407.23,2139.03,0.0,2872.45,3533.88,2692.02,2836.13,2516.59,3142.62,2174.59,2561.99,3415.15,2281.1,3198.03,2337.99,1990.37,3047.43,2486.22,3010.66,1624.89,2350.58,3316.04
12,946.87,2611.85,2290.76,2228.2,1182.37,2370.02,533.78,1778.33,1104.59,1735.33,2228.15,3163.07,0.0,1333.31,2134.42,1877.6,1323.56,942.05,2206.95,792.05,3037.77,1785.77,1241.59,1817.09,3831.21,2489.83,1690.46,719.4,2046.16,2101.08,946.87
13,732.74,3423.58,2867.35,2924.22,816.66,3181.75,1547.35,675.09,1739.59,2470.9,2924.17,3739.67,1338.31,0.0,2946.15,2492.42,2026.11,857.2,3018.68,1727.31,3849.5,2443.64,890.75,2557.39,4428.51,3301.55,2430.76,1032.17,2622.75,2912.8,732.74
14,2495.09,731.3,2123.94,962.65,2561.99,527.9,1999.92,3035.67,2071.47,1467.16,1033.02,2660.33,2030.91,2712.93,0.0,2312.82,1410.66,2321.66,876.72,1677.46,1157.22,1473.23,2621.21,1150.37,2695.9,467.27,1058.49,2189.71,1884.85,770.85,2495.09
15,2087.74,2880.1,2137.17,2194.04,2014.95,2638.27,1688.28,2324.9,1467.54,1880.28,2193.99,2943.88,1644.15,2305.58,2402.67,0.0,1482.63,1914.32,2324.0,1283.06,3306.02,1728.3,1979.84,1951.74,3698.33,2758.07,1884.99,1782.36,1892.57,2369.32,2087.74
16,1620.45,1864.95,1626.85,1354.86,1687.35,1623.13,1118.81,2177.37,1196.83,793.8,1354.81,2499.17,1149.81,1838.29,1387.53,1438.19,0.0,1447.03,1460.06,802.82,2290.88,770.43,1746.57,925.83,3036.17,1742.93,799.2,1315.07,1382.26,1354.18,1620.45
17,425.22,3054.36,2372.56,2429.44,240.32,2812.53,1178.13,1188.74,1244.81,2101.68,2429.39,3244.88,969.09,631.64,2576.93,2031.34,1656.89,0.0,2559.39,1358.09,3480.28,1963.69,299.54,2187.13,3933.73,2932.33,2061.54,662.95,2127.96,2543.58,425.22
18,2515.52,1240.77,1800.78,291.61,2582.42,747.74,2020.35,3014.38,2091.91,1441.97,370.67,2337.18,2051.35,2733.36,763.35,2333.26,1431.09,2342.1,0.0,1697.9,1666.7,1448.04,2641.64,922.03,2188.8,1118.75,1078.92,2210.14,1863.55,267.02,2515.52
19,1331.72,2207.43,1683.64,1740.52,1398.62,1965.6,676.8,1888.63,827.54,1254.75,1740.47,2555.96,842.52,1549.56,1730.0,1249.16,809.96,1158.29,1802.53,0.0,2633.35,1227.49,1457.84,1341.24,3244.81,2085.41,1214.61,1026.34,1439.05,1696.66,1331.72
20,3351.33,950.19,2980.18,1833.8,3418.23,1615.18,2856.16,3891.92,2927.72,2323.41,1889.27,3516.58,2887.16,3569.17,1244.87,3169.07,2266.9,3177.91,1732.97,2533.71,0.0,2329.47,3477.45,2006.61,3621.4,1359.96,1914.73,3045.95,2741.09,1627.09,3351.33
21,1977.18,1952.32,1321.42,1256.17,1998.05,1710.49,1564.76,2308.0,1450.64,311.87,1256.12,2193.74,1533.58,2195.01,1474.89,1721.47,773.33,1803.75,1464.52,1159.55,2378.24,0.0,1962.94,814.39,2937.48,1830.29,700.51,1671.79,1076.83,1441.54,1977.18
22,632.44,3246.97,2446.47,2503.35,197.4,3005.14,1385.35,1285.89,1318.72,2189.59,2503.3,3318.79,1176.32,728.79,2769.54,2105.25,1864.11,301.02,2633.31,1565.32,3672.9,2037.6,0.0,2261.04,4007.64,3124.95,2194.3,870.18,2201.88,2736.2,632.44
23,2049.15,1662.63,1446.04,743.93,2116.05,1420.8,1636.74,2467.28,1609.92,819.35,743.87,2322.38,1605.56,2266.99,1185.2,1866.89,903.02,1875.72,952.28,1231.52,2088.55,813.75,2122.22,0.0,2439.35,1540.6,519.7,1743.77,1256.2,1128.27,2049.15
24,4155.86,3268.59,2486.31,2095.14,4073.26,2775.56,3685.3,4383.21,3525.85,2926.06,2174.21,1990.37,3712.27,4373.7,2696.81,3796.68,3009.73,3982.43,2118.85,3338.23,3644.8,2932.13,4038.16,2406.12,0.0,2991.08,2650.99,3850.48,3007.49,2294.84,4155.86
