,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,1751.11,1677.82,740.1,584.72,1988.08,526.82,2017.85,2615.11,1905.61,1100.5,2711.31,1899.9,1105.76,2965.91,2294.87,2048.58,847.9,904.72,814.5,2044.28,734.3,879.4,529.06,1938.25,2582.43,751.59,818.74,1997.43,1758.52,0.0
1,1742.31,0.0,1809.5,1464.92,2094.17,1884.33,2036.27,1941.8,2571.22,1759.56,1639.43,2667.42,1573.5,1371.77,2929.32,2250.97,1944.84,1973.33,1393.36,1368.2,1689.54,1513.33,1892.55,2038.51,1745.28,2538.54,1379.7,1516.75,1851.38,1432.12,1742.31
2,1714.11,1705.42,0.0,1833.62,2065.97,1021.11,2008.07,953.02,1550.28,942.08,1084.79,1646.48,1329.02,1063.85,1674.3,1230.04,989.49,2267.12,1101.47,1017.08,1625.45,1398.59,2186.33,2010.31,974.71,1517.6,1051.17,1885.45,1033.89,1278.65,1714.11
3,632.57,1513.21,1987.15,0.0,1005.5,2061.98,947.59,2119.45,2748.87,1937.21,1412.78,2845.06,1751.15,1415.6,3106.97,2428.62,2122.48,1243.11,1214.56,1124.34,1967.46,1044.13,1162.33,949.84,1922.93,2716.18,1061.42,161.41,2029.02,1609.77,632.57
4,546.07,2140.28,2073.48,1103.27,0.0,2377.25,361.08,2407.02,3004.28,2294.78,1492.11,3100.48,2289.07,1494.93,3362.38,2684.04,2437.75,642.38,1293.89,1203.67,2433.45,1123.47,673.88,363.32,2327.42,2971.6,1140.75,1070.54,2386.59,2147.69,546.07
5,1843.79,1653.8,956.61,1844.32,2195.65,0.0,2137.75,321.04,1251.56,593.01,1466.95,1347.76,891.76,1193.53,1609.66,931.31,324.08,2277.83,1408.29,1383.14,1755.14,1528.27,2197.04,2139.99,578.73,1218.88,1394.63,1896.16,684.82,841.4,1843.79
6,634.66,2204.1,2162.07,1191.86,305.57,2465.84,0.0,2495.61,3092.87,2383.37,1580.7,3189.07,2348.19,1583.52,3450.97,2772.62,2526.34,410.47,1382.48,1292.26,2522.03,1212.06,441.97,96.14,2416.01,3060.19,1229.34,1159.13,2475.18,2206.81,634.66
7,1871.72,1731.02,963.57,1921.54,2223.58,362.8,2165.68,0.0,1057.31,670.23,1473.91,1153.5,968.98,1221.47,1415.41,737.06,255.2,2355.05,1436.23,1406.2,1783.07,1556.2,2274.26,2167.92,655.95,1024.62,1422.57,1973.37,762.04,918.61,1871.72
8,2561.96,2494.42,1653.81,2684.95,2913.82,1314.79,2855.92,1073.78,0.0,1513.06,2164.15,387.74,1732.39,1911.71,1111.49,415.01,1086.16,3118.45,2126.47,2096.44,2473.31,2246.44,3037.67,2858.16,1498.78,139.65,2112.81,2736.78,1604.87,1682.02,2561.96
9,1726.98,1718.3,880.14,1866.3,2078.85,619.37,2020.94,676.84,1516.34,0.0,1381.99,1612.54,925.5,1076.73,1874.44,1196.09,679.87,2299.81,1291.49,1266.33,1638.33,1411.46,2219.02,2023.19,330.33,1483.66,1277.83,1918.13,146.6,753.41,1726.98
10,1106.06,1506.87,1018.91,1127.84,1457.92,1543.28,1400.02,1501.62,2098.88,1465.54,0.0,2195.08,1621.34,397.85,2307.0,1778.64,1538.09,1561.34,395.69,311.3,1765.72,754.21,1480.56,1402.26,1498.18,2066.2,345.39,1179.67,1557.35,1479.96,1106.06
11,2686.41,2618.87,1778.26,2809.4,3038.27,1439.24,2980.37,1198.23,390.84,1637.51,2288.59,0.0,1856.84,2036.16,816.99,621.7,1210.61,3242.9,2250.92,2220.89,2597.76,2370.89,3162.12,2982.61,1623.22,265.43,2237.26,2861.23,1729.32,1806.47,2686.41
12,1804.22,1423.14,1299.03,1613.66,2156.08,1073.48,2098.18,1130.94,1760.36,948.71,1522.8,1856.56,0.0,1217.54,2118.46,1440.12,1133.98,2047.17,1368.72,1343.57,1538.34,1488.7,1966.38,2100.42,934.43,1727.68,1355.06,1665.49,1040.52,337.25,1804.22
13,1279.53,1393.57,965.05,1331.3,1631.39,1268.82,1573.49,1298.59,1895.85,1186.35,435.22,1992.05,1269.3,0.0,2253.95,1575.61,1329.32,1764.81,484.4,529.66,1392.35,960.31,1684.02,1575.73,1218.99,1863.17,549.15,1383.13,1278.17,1127.92,1279.53
14,2829.9,2762.36,1865.82,2952.89,3181.76,1582.73,3123.86,1341.72,1080.46,1781.0,2344.26,812.19,2000.33,2179.65,0.0,1029.48,1354.1,3386.39,2360.94,2276.55,2741.25,2514.38,3305.61,3126.1,1766.72,955.04,2310.64,3004.72,1872.81,1949.96,2829.9
15,2232.03,2164.5,1323.88,2355.02,2583.9,984.86,2525.99,743.86,401.26,1183.13,1834.22,616.67,1402.46,1581.78,1048.68,0.0,756.23,2788.53,1796.54,1766.51,2143.38,1916.51,2707.74,2528.24,1168.85,368.58,1782.88,2406.85,1274.94,1352.09,2232.03
16,1927.99,1738.01,1023.66,1928.53,2279.86,398.54,2221.95,284.59,1117.4,677.21,1534.0,1213.6,975.97,1277.74,1475.5,797.15,0.0,2362.03,1492.5,1466.29,1839.34,1612.47,2281.25,2224.2,662.93,1084.72,1478.84,1980.36,769.03,925.6,1927.99
17,941.08,2057.65,2437.74,1170.41,612.0,2512.57,442.97,2570.03,3199.45,2387.8,1883.87,3295.65,2201.74,1886.68,3557.55,2879.21,2573.07,0.0,1685.65,1598.69,2418.05,1518.48,169.11,398.52,2373.52,3166.77,1535.77,1222.24,2479.61,2060.36,941.08
18,1015.33,1311.2,1195.94,1032.31,1367.19,1513.85,1309.29,1543.62,2140.88,1431.38,467.4,2237.08,1425.67,409.7,2484.03,1820.64,1574.35,1465.81,0.0,271.71,1570.05,694.36,1385.03,1311.53,1464.02,2108.2,283.2,1084.14,1523.19,1284.29,1015.33
19,985.53,1502.48,1058.91,1123.44,1337.39,1583.28,1279.49,1541.62,2138.88,1505.54,424.87,2235.08,1616.95,418.93,2347.0,1818.64,1578.09,1556.95,391.3,0.0,1761.33,497.97,1476.16,1281.73,1538.18,2106.2,108.88,1175.28,1597.35,1475.57,985.53
20,2022.95,1650.19,1617.8,1842.51,2374.81,1919.28,2316.91,1951.34,2548.6,1794.51,1690.9,2644.8,1608.45,1385.65,2906.7,2228.35,1979.78,2276.02,1587.45,1562.3,0.0,1707.43,2195.23,2319.15,1780.23,2515.92,1573.8,1894.34,1886.32,1467.07,2022.95
21,804.29,1481.59,1377.37,1033.6,1156.15,1684.24,1098.25,1714.01,2311.27,1601.77,744.96,2407.47,1596.06,739.02,2665.46,1991.03,1744.74,1419.33,600.88,390.44,1740.44,0.0,1450.84,1100.49,1634.41,2278.59,412.47,1146.57,1693.58,1454.68,804.29
22,972.59,2022.96,2403.05,1135.72,643.5,2477.88,474.47,2535.34,3164.76,2353.11,1849.18,3260.96,2167.04,1851.99,3522.86,2844.52,2538.38,169.11,1650.95,1577.95,2383.36,1549.99,0.0,430.02,2338.83,3132.08,1567.27,1187.55,2444.92,2025.67,972.59
23,643.87,2170.42,2171.28,1201.07,326.83,2475.05,96.14,2504.82,3102.08,2392.58,1589.91,3198.28,2314.51,1592.73,3460.18,2781.83,2535.55,345.37,1391.69,1301.47,2530.82,1221.27,376.88,0.0,2425.22,3069.4,1238.55,1168.34,2484.39,2173.13,643.87
24,1786.18,1760.12,939.34,1925.5,2138.04,593.95,2080.14,651.42,1479.97,353.29,1441.19,1576.17,921.33,1135.93,1838.07,1159.73,654.46,2359.0,1350.69,1325.53,1697.53,1470.66,2278.22,2082.38,0.0,1447.29,1337.03,1977.33,343.81,774.51,1786.18
