,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,2263.62,1198.93,2335.34,911.43,815.52,891.76,919.16,1394.0,1516.58,1920.23,180.63,2687.98,1228.25,2953.29,1761.2,2407.08,2727.72,1797.75,1860.59,1661.58,2828.28,1844.59,1735.03,1627.2,1644.19,1229.1,904.9,2204.56,243.92,0.0
1,2466.51,0.0,2921.48,116.7,2101.8,2267.89,2059.65,2449.71,1664.0,3470.52,907.31,2371.0,577.97,1920.72,880.39,1051.85,349.51,870.31,934.25,1103.52,1342.92,718.28,3798.54,2261.87,1353.8,3598.13,1980.99,2320.59,971.56,2705.15,2466.51
2,1152.84,2842.61,0.0,2914.34,1490.42,1581.43,1470.76,867.86,1763.04,1423.25,2301.96,1057.32,3266.97,1440.96,3532.28,2130.24,2986.07,3306.72,2166.79,2439.59,2240.58,3407.28,1713.01,2314.02,2206.19,1540.25,1808.09,904.75,2783.56,1185.81,1152.84
3,2466.34,143.82,2988.87,0.0,2146.39,2267.72,2059.47,2517.09,1731.39,3470.35,907.14,2370.82,570.93,1988.11,873.34,1051.68,366.24,863.27,934.07,1103.34,1342.74,711.24,3798.37,2261.7,1353.62,3597.96,1980.82,2387.98,995.03,2704.97,2466.34
4,781.55,1906.62,1429.42,1978.34,0.0,623.15,462.6,870.87,735.1,1785.56,1274.03,686.03,2330.98,520.43,2522.42,1102.31,2050.08,2296.85,1138.86,1413.39,1304.58,2471.28,2113.58,1312.6,1270.2,1913.17,806.67,893.13,1757.36,1020.18,781.55
5,740.24,2027.91,1493.17,2099.63,635.83,0.0,497.01,934.62,1158.29,1948.86,1684.53,637.72,2452.26,992.54,2564.04,1525.49,2171.37,2338.47,1562.04,1624.88,1425.87,2544.54,2276.88,1345.77,1391.49,2076.47,835.95,956.88,1928.12,978.87,740.24
6,849.01,1757.32,1496.88,1829.05,480.95,523.9,0.0,938.33,899.74,1853.02,1413.94,753.49,2181.68,742.93,2324.55,1275.89,1900.78,2098.98,1312.44,1354.3,1155.29,2305.05,2181.04,1106.28,1120.91,1980.63,520.93,960.59,1688.63,1087.64,849.01
7,918.52,2243.17,804.11,2314.89,933.47,936.62,983.14,0.0,1071.65,1695.54,1610.58,816.01,2667.52,749.58,2858.97,1438.86,2386.63,2633.4,1475.41,1749.94,1641.13,2807.83,1985.3,1727.18,1606.75,1812.54,1221.25,156.0,2093.91,901.63,918.52
8,1345.58,1578.58,1730.02,1650.3,910.35,1166.17,933.95,1258.25,0.0,2349.59,918.65,1250.06,2002.93,729.26,2167.04,746.93,1722.04,1941.47,783.48,1058.01,1069.31,2143.24,2677.61,1628.5,1034.92,2477.2,855.3,1129.14,1401.98,1584.21,1345.58
9,1402.92,3092.69,1349.63,3164.42,1740.5,1856.25,1720.84,1730.94,2223.07,0.0,2749.31,1307.4,3517.05,2057.32,3782.36,2590.28,3236.15,3556.79,2626.83,2689.66,2490.66,3657.36,423.72,2564.1,2456.27,223.31,2058.17,1767.83,3033.64,1570.59,1402.92
10,1975.7,832.58,2327.62,904.31,1507.94,1850.94,1640.26,1855.85,1070.14,2979.71,0.0,1880.18,1256.94,1326.86,1559.36,359.2,976.04,1423.26,352.99,539.8,641.51,1397.25,3307.73,1844.92,652.39,3107.32,1564.04,1726.73,883.77,2214.33,1975.7
11,137.17,2146.77,1082.08,2218.49,794.58,665.7,774.91,902.22,1277.15,1399.73,1803.39,0.0,2571.13,1111.4,2836.44,1644.35,2290.23,2610.87,1680.9,1743.74,1544.73,2711.44,1727.74,1618.18,1510.35,1527.34,1112.25,924.48,2087.71,375.81,137.17
12,2661.0,548.08,3206.59,480.6,2341.05,2462.39,2254.14,2734.81,1929.06,3665.02,1101.8,2565.49,0.0,2205.83,636.97,1246.35,704.31,632.95,1128.74,1298.01,1537.41,539.19,3993.03,2456.37,1548.29,3792.63,2175.48,2605.7,1189.7,2899.64,2661.0
13,1122.41,1901.29,1298.85,1973.02,541.61,1019.19,786.98,827.07,729.78,2126.43,1268.7,1026.9,2325.65,0.0,2517.09,1096.98,2044.75,2291.52,1133.53,1408.06,1299.25,2465.96,2454.44,1385.3,1264.87,2254.03,879.37,697.96,1752.03,1361.05,1122.41
14,3012.45,1063.12,3634.26,995.64,2692.5,2531.33,2545.73,3101.77,2444.1,4016.46,1616.85,2916.93,669.99,2633.5,0.0,1761.39,1219.36,267.92,1643.79,1511.86,2052.46,636.77,4344.48,2525.31,2037.75,4144.07,2424.77,3033.37,1169.49,3251.08,3012.45
15,1890.16,1030.14,2242.08,1101.87,1422.41,1786.93,1554.72,1770.31,984.6,2894.17,370.22,1794.64,1454.5,1241.32,1618.6,0.0,1173.6,1393.04,235.05,509.58,524.54,1594.81,3222.19,1846.4,535.42,3021.78,1480.8,1641.19,853.55,2128.79,1890.16
16,2521.86,328.21,3093.76,359.74,2201.91,2138.09,2114.99,2611.18,1789.91,3525.87,962.66,2426.34,765.53,2093.0,1067.95,1107.2,0.0,1057.88,989.59,1118.62,1398.26,905.84,3853.89,2132.07,1409.14,3653.48,2031.54,2492.88,776.25,2760.49,2521.86
17,2831.44,1071.46,3453.25,1003.98,2511.49,2350.32,2364.72,2920.76,2268.58,3835.46,1571.5,2735.93,633.48,2452.49,267.92,1613.37,1227.7,0.0,1495.76,1330.85,1904.43,449.44,4163.47,2344.3,1856.74,3963.06,2243.77,2852.36,988.48,3070.08,2831.44
18,1869.72,834.23,2221.64,905.96,1401.96,1721.05,1512.8,1749.87,964.16,2873.73,179.34,1774.2,1258.59,1220.88,1487.23,253.22,977.69,1261.66,0.0,378.2,535.53,1398.9,3201.75,1715.03,546.41,3001.34,1434.15,1620.76,722.17,2108.35,1869.72
19,2087.6,1059.88,2659.5,1131.61,1767.65,1668.67,1680.73,2176.92,1355.65,3091.61,651.48,1992.08,1484.24,1658.74,1485.64,693.35,1136.32,1260.08,575.75,0.0,979.57,1466.14,3419.63,1662.65,977.92,3219.22,1562.11,2058.62,719.25,2326.23,2087.6
20,1658.09,1258.97,2230.0,1330.7,1338.14,1483.44,1251.22,1747.41,926.14,2662.1,634.37,1562.57,1683.33,1229.23,1877.43,520.89,1402.43,1651.86,508.76,768.4,0.0,1823.64,2990.12,1542.12,201.13,2789.71,1172.57,1629.11,1112.37,1896.72,1658.09
21,2969.7,856.78,3515.29,789.3,2649.75,2638.65,2562.84,3043.51,2237.75,3973.72,1410.5,2874.19,455.17,2514.53,671.76,1555.04,1013.01,474.86,1437.44,1606.71,1846.11,0.0,4301.73,2632.63,1856.99,4101.32,2484.18,2914.4,1276.81,3208.34,2969.7
22,1852.4,3542.17,1637.87,3613.9,2189.98,2305.74,2170.32,2019.18,2672.55,449.48,3198.79,1756.88,3966.53,2506.8,4231.84,3039.76,3685.63,4006.28,3076.31,3139.15,2940.14,4106.84,0.0,3013.58,2905.75,371.1,2507.65,2056.06,3483.12,2020.08,1852.4
23,1753.1,2006.56,2374.91,2078.28,1433.16,1271.98,1286.38,1842.43,1539.9,2757.12,1663.17,1657.59,2430.91,1374.15,2382.69,1705.04,2036.23,2157.12,1587.44,1603.53,1468.1,2363.19,3085.13,0.0,1419.97,2884.73,1165.43,1774.03,1746.77,1991.74,1753.1
24,1671.16,1251.19,2243.07,1322.92,1351.21,1446.19,1264.3,1760.48,939.21,2675.17,635.26,1575.64,1675.55,1242.31,1878.32,521.78,1394.65,1652.75,509.65,769.29,289.74,1815.86,3003.19,1440.17,0.0,2802.78,1185.64,1642.18,1113.26,1909.79,1671.16
25,1634.97,3324.74,1420.43,3396.47,1972.55,2088.3,1952.89,1801.74,2455.12,232.05,2981.36,1539.45,3749.1,2289.37,4014.41,2822.33,3468.2,3788.84,2858.88,2921.71,2722.71,3889.41,445.89,2796.15,2688.32,0.0,2290.22,1838.63,3265.69,1802.65,1634.97
26,1210.54,1630.78,1832.34,1702.51,890.59,765.95,533.73,1299.86,773.19,2214.55,1287.4,1115.02,2055.14,831.58,2336.78,1215.84,1774.24,2111.22,1211.66,1227.75,1028.74,2195.45,2542.56,1153.44,994.36,2342.16,0.0,1231.46,1571.73,1449.17,1210.54
27,880.97,2204.63,858.14,2276.36,894.94,899.07,945.58,178.01,1033.12,1749.56,1572.05,778.45,2628.99,711.05,2820.43,1400.33,2348.09,2594.87,1436.88,1711.4,1602.6,2769.3,2039.33,1688.64,1568.21,1866.56,1182.71,0.0,2055.38,939.46,880.97
28,2221.84,916.58,2843.65,988.31,1901.9,1740.72,1755.12,2311.17,1608.71,3225.86,814.51,2126.33,1340.94,1842.89,1205.88,856.38,859.42,980.31,738.77,652.29,1147.44,1186.38,3553.87,1734.7,1158.32,3353.47,1634.17,2242.76,0.0,2460.48,2221.84
29,253.66,2468.67,1212.66,2540.4,1116.48,1020.58,1096.81,878.66,1599.05,1584.53,2125.29,385.68,2893.03,1433.3,3158.34,1966.26,2612.13,2932.77,2002.81,2065.64,1866.63,3033.34,1912.55,1940.08,1832.25,1712.14,1434.15,864.4,2409.61,0.0,253.66
30,0.0,2263.62,1198.93,2335.34,911.43,815.52,891.76,919.16,1394.0,1516.58,1920.23,180.63,2687.98,1228.25,2953.29,1761.2,2407.08,2727.72,1797.75,1860.59,1661.58,2828.28,1844.59,1735.03,1627.2,1644.19,1229.1,904.9,2204.56,243.92,0.0
