xcoord,ycoord
28.9678362768527,41.0172112100712
29.024926988248,40.9910270337299
28.9883254495409,41.0593214691736
29.0897458536512,41.0825831323711
29.1103131428683,40.9481776142894
28.8270639655941,41.0346379707484
28.6689163527804,41.1025193329726
28.7352765170297,40.9773221975423
28.9605447011919,41.0489893667486
29.2777993286679,40.9733819947591
28.92423057503,41.0875413027257
28.8291335448618,41.0354679473818
29.09620435,41.11223185
28.7103838929273,41.0013783663479
29.0926666072787,41.1543623244835
28.846230328607,41.0442474968001
