xcoord,ycoord
29.15666935,41.0175247
29.1946806064079,40.9040431214979
28.9434160828489,41.0351045733022
28.9522332825297,41.021967624352
29.2367369872897,41.0566829232954
28.8435242960734,40.9828798235354
28.7693459328991,41.0332629712433
28.8942603510886,40.9994590562931
29.2509843,40.87637915
29.2350669022852,40.8793097924251
28.9588354964466,41.0414544869353
29.1780193,41.0196256
28.9595706805875,41.0188642810693
29.1268550624474,40.9684720822213
28.71556945,41.25110515
28.8723547352477,41.0044175925676
29.0922111,40.97447355
28.9973320654906,41.059909612606
28.7941693132552,40.9742118477584
28.83038445,41.0102007
28.88451245,41.187205
29.0917353,41.0481497
28.80389475,41.05212455
28.6001743250549,41.0699620909369
28.713161222639,40.9837874554523
28.9862646802389,41.0409637538969
28.7037865611832,41.0269709728006
29.4836559282888,40.7797865252323
28.7932179881,41.0318173767788
28.9827633819921,41.0433988603478
